TAG,LAST_ORG,CAPTURE_ME,LAST_USER,EDIT_DATE,BLOCKNUM,PARCELNUM,PIN,CNTGRAPH,BLOCKLOT,SUBTYPE_GE,SHAPE_Leng,SHAPE_Area,FULLADDR,STDIRPRE,ST_NAME,ST_TYPE,BLDG_NO,UNIT_NUM,area
600000000131249,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0396,051,0396051,51,0396 051,1,158.956959307,883.741613166,1301 ETTING ST,,ETTING,ST,1301,,82.3339017
600000000110363,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1476B,079,1476B079,79,1476B079,1,502.04103361,6671.85522903,0,,,,0,,621.762279
600000000122202,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1145,081,1145081,81,1145 081,1,119.986890206,575.515290347,1327 HOLBROOK ST,,HOLBROOK,ST,1327,,53.7905928
600000000142283,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0086,023,0086023,23,0086 023,1,215.057389505,1577.26217541,806 N GILMOR ST,N,GILMOR,ST,806,,147.09961
600000000125981,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0026,055,0026055,55,0026 055,1,141.656884664,649.119911958,1845 KAVANAUGH ST,,KAVANAUGH,ST,1845,,60.5707295
600000000121514,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0328,034,0328034,34,0328 034,1,151.932550805,821.847502023,525 ROBERT ST,,ROBERT,ST,525,,76.5446491
600000000102129,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3408,091,3408091,91,3408 091,1,128.534214318,596.072182663,1516 KENSETT ST,,KENSETT,ST,1516,,55.5219042
600000000088491,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6135,001,6135001,1,6135 001,1,301.528517208,2970.89025251,0,,,,0,,276.755195
600000000026918,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5267O,041,5267O041,41/60,5267O041,1,5039.68950248,1069196.23404,0,,,,0,,99592.8555
600000000132002,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0396,073,0396073,73,0396 073,1,132.172160601,681.961231878,1304 ETTING ST,,ETTING,ST,1304,,63.5343668
600000000124201,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0037,085,0037085,85,0037 085,1,130.340445088,666.152215584,1382 N STOCKTON ST,N,STOCKTON,ST,1382,,61.7019587
600000000150053,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1669,057,1669057,57,1669 057,1,175.433490233,953.751662311,2116 ORLEANS ST,,ORLEANS,ST,2116,,88.823651
600000000084778,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4130,012,4130012,12,4130 012,1,211.703541361,1437.37221003,1638 CARSWELL ST,,CARSWELL,ST,1638,,133.909063
600000000025271,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4900,005A,4900005A,5A,4900 005A,1,405.178949739,7957.22512173,0,,,,0,,741.155624
600000000046427,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4790,106,4790106,106,4790 106,1,101.288169462,518.588905168,0,,,,0,,48.2757871
600000000102892,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,002,4171002,2,4171 002,1,185.928559314,1034.36012415,2202 E NORTH AVE,E,NORTH,AVE,2202,,96.4339063
600000000046207,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6019D,019,6019D019,19,6019D019,1,254.475170931,2555.96314294,0,,,,0,,238.110398
600000000007135,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 16)",4983B,002B,4983B002B,2B,4983B002B,1,2212.61500095,1503.93703679,0,,,,0,,140.085625
600000000189728,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0874,007,0874007,7/8,0874 007,1,612.395155162,10029.2812255,121 W BARRE ST,W,BARRE,ST,121,,934.441687
600000000128203,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0032,068,0032068,68,0032 068,1,139.973151976,658.488866144,1314 N BRUCE ST,N,BRUCE,ST,1314,,61.2020324
600000000137378,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0372,032,0372032,32,0372 032,1,233.830585487,1747.8286239,704 W LAFAYETTE AVE,W,LAFAYETTE,AVE,704,,162.819746
600000000100670,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,132,4171132,132,4171 132,1,164.930603325,814.083175668,1958 PERLMAN PL,,PERLMAN,PL,1958,,75.8388156
600000000140749,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0086,044,0086044,44,0086 044,1,210.37216274,1366.53223441,1639 W LAFAYETTE AVE,W,LAFAYETTE,AVE,1639,,127.367137
600000000067821,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5973,037,5973037,37,5973 037,1,709.695713266,30680.802582,0,,,,0,,2858.00946
600000000127095,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1547,020,1547020,20,1547 020,1,168.130422918,969.556933803,1117 N GAY ST,N,GAY,ST,1117,,90.3291954
600000000142855,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0431,012,0431012,12,0431 012,1,164.473138172,988.634856139,1104 ARGYLE AVE,,ARGYLE,AVE,1104,,92.1057634
600000000131607,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0042,114,0042114,114,0042 114,1,160.751887924,820.799065465,1134 N VINCENT ST,N,VINCENT,ST,1134,,76.3576139
600000000152327,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0127,030,0127030,30,0127 030,1,213.402672567,1527.7398702,533 N CARROLLTON AVE,N,CARROLLTON,AVE,533,,142.413124
600000000051933,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3307B,001,3307B001,1,3307B001,1,465.585345114,6083.9339599,4301 PARK HEIGHTS AVE,,PARK HEIGHTS,AVE,4301,,566.739601
600000000122859,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1145,072,1145072,72,1145 072,1,132.58449864,608.078752082,1312 HOLBROOK ST,,HOLBROOK,ST,1312,,56.6389461
600000000144722,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0096,043,0096043,43,0096 043,1,189.14828566,1165.20630969,1837 W LANVALE ST,W,LANVALE,ST,1837,,108.281764
600000000097329,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3815,037,3815037,37/39,3815 037,1,258.982079443,3550.15959388,453 E 23RD ST,E,23RD,ST,453,,330.639218
600000000115066,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2309,039,2309039,39,2309 039,1,246.779020029,1472.69020876,1742 N WARWICK AVE,N,WARWICK,AVE,1742,,137.153464
600000000102986,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4018,002,4018002,2,4018 002,1,210.437041736,1368.9238845,502 E 20TH ST,E,20TH,ST,502,,127.407552
600000000203293,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6764,020,6764020,20,6764 020,1,284.463182747,2752.94075846,0,,,,0,,256.360168
600000000031493,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4511,003,4511003,3,4511 003,1,297.251647613,3090.24377382,0,,,,0,,287.852477
600000000003333,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5137E,164,5137E164,164,5137E164,1,1757.15998058,85032.3488609,0,,,,0,,7920.83908
600000000093472,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3235,047,3235047,47,3235 047,1,242.415555646,2120.04199489,2304 BRYANT AVE,,BRYANT,AVE,2304,,197.498925
600000000120363,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0350,003,0350003,3,0350 003,1,319.919567194,3895.40125644,323 WILSON ST,,WILSON,ST,323,,362.876428
600000000046355,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3357E,014,3357E014,14/17,3357E014,1,2017.56379786,137803.807639,0,,,,0,,12836.6693
600000000141721,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0086,027,0086027,27,0086 027,1,214.010449586,1530.17551586,814 N GILMOR ST,N,GILMOR,ST,814,,142.571861
600000000009953,160,BLK,PRAJWOL,"PyQt4.QtCore.QDate(2008, 9, 19)",5093B,075,5093B075,75/78,5093B075,1,79.6877382158,396.857925382,0,,,,0,,36.9020792
600000000129843,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0336,003,0336003,3,0336 003,1,180.559735505,1913.7692493,1608 ARGYLE AVE,,ARGYLE,AVE,1608,,178.274642
600000000043241,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4620,072,4620072,72,4620 072,1,259.709097994,2413.1626334,3347 WOODLAND AVE,,WOODLAND,AVE,3347,,224.82657
600000000143271,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0085,053,0085053,53,0085 053,1,149.678755292,779.494722231,1714 W LANVALE ST,W,LANVALE,ST,1714,,72.4776206
600000000043803,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5200,005,5200005,5,5200 005,1,475.60582547,5314.27844735,4409 WRENWOOD AVE,,WRENWOOD,AVE,4409,,495.006486
600000000077688,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3504B,003,3504B003,3,3504B003,1,862.047507065,35130.0258877,0,,,,0,,3272.40509
600000000109462,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8419,009,8419009,9,8419 009,1,320.019551822,6000.07408715,0,,,,0,,558.912812
600000000015463,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4867,015,4867015,15,4867 015,1,689.547431115,4565.85132842,0,,,,0,,425.31029
600000000154291,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7991,018,7991018,18/19,7991 018,1,418.55436844,10931.6034701,701 WALNUT AVE,,WALNUT,AVE,701,,1018.34378
600000000192781,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6731,018,6731018,18,6731 018,1,284.587918595,4408.01385838,0,,,,0,,410.666734
600000000115728,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0010,040,0010040,40,0010 040,1,145.579394942,702.55388023,1608 PRESBURY ST,,PRESBURY,ST,1608,,65.7347573
600000000455061,200,BLK,,"PyQt4.QtCore.QDate(2006, 1, 9)",1920,075,1920075,75,1920 075,1,119.849403795,754.571612196,1135 COVINGTON ST,,COVINGTON,ST,1135,,70.153736
600000000459731,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2007, 10, 3)",6570,083,6570083,83,6570 083,1,120.998563233,809.955728302,4650 DILLON PL,,DILLON,PL,4650,,75.4075525
600000000060780,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4048A,035,4048A035,35,4048A035,1,889.920414541,16983.7036309,0,,,,0,,1581.98361
600000000004204,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4820C,025,4820C025,25/31,4820C025,1,517.232672439,15930.4160153,0,,,,0,,1483.95719
600000000093113,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4061,021,4061021,21,4061 021,1,199.93623432,1015.45479044,0,,,,0,,94.5781862
600000000000082,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5468,055,5468055,55/56,5468 055,1,171.965847201,1698.73381317,2623 CANTERBURY ROAD,,CANTERBURY,ROAD,2623,,124.376948
600000000145161,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1653,091,1653091,91,1653 091,1,138.181064962,701.842653467,515 N MADEIRA ST,N,MADEIRA,ST,515,,65.1993942
600000000163344,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0172,001,0172001,1/15,0172 001,1,175.326125112,1050.65640922,928 W LEXINGTON ST,W,LEXINGTON,ST,928,,97.9852054
600000000203601,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7774A,004,7774A004,4/7,7774A004,1,1749.5063142,86386.6838821,0,,,,0,,8051.3621
600000000131774,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1181,071,1181071,71,1181 071,1,94.8711919504,409.991854571,1008 NURSERY PL,,NURSERY,PL,1008,,38.1303432
600000000005778,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4395,015,4395015,15/16,4395 015,1,529.528232029,16705.2077733,2407 STEELE ROAD,,STEELE,ROAD,2407,,1555.95316
600000000107866,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1101,065,1101065,65,1101 065,1,179.173374983,934.971819932,1506 E LAFAYETTE AVE,E,LAFAYETTE,AVE,1506,,86.9804886
600000000215081,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7835,021A,7835021A,21A,7835 021A,1,343.07592193,3662.51331898,2817 WASHINGTON BLVD,,WASHINGTON,BLVD,2817,,341.209496
600000000387444,100,BLK,,"PyQt4.QtCore.QDate(2005, 7, 29)",0203,001B,0203001B,1B/80,0203 001B,1,1119.19013912,61549.0796722,830 W BALTIMORE ST,W,BALTIMORE,ST,830,,5733.62488
600000000184282,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0264,035,0264035,35/38,0264 035,1,230.648515685,3258.95794822,1406 MCHENRY ST,,MCHENRY,ST,1406,,303.676892
600000000190804,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0850,014,0850014,14,0850 014,1,184.263800152,982.999377273,905 WASHINGTON BLVD,,WASHINGTON,BLVD,905,,91.72723
600000000115280,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0308,092,0308092,92,0308 092,1,161.145331428,822.690852745,2107 ETTING ST,,ETTING,ST,2107,,76.637953
600000000202657,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6744,065,6744065,65,6744 065,1,109.435565076,398.879462348,6731 DANVILLE AVE,,DANVILLE,AVE,6731,,37.1622287
600000000051132,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 27)",5864N,001A,5864N001A,1A,5864N001A,1,1348.00173248,98439.8853756,0,,,,0,,9169.8782
600000000138604,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0075,062,0075062,62,0075 062,1,142.070726792,660.390596412,917 N PARRISH ST,N,PARRISH,ST,917,,61.3721309
600000000045424,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4916D,015,4916D015,15,4916D015,1,289.969178865,2999.08447124,0,,,,0,,279.368761
600000000124120,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1163,006,1163006,6,1163 006,1,167.654240929,1124.13148345,1513 E PRESTON ST,E,PRESTON,ST,1513,,104.823555
600000000115241,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1480,049,1480049,49,1480 049,1,155.748517157,882.908254516,1513 N WASHINGTON ST,N,WASHINGTON,ST,1513,,82.4027248
600000000062994,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3357C,018,3357C018,18,3357C018,1,380.356867429,6500.84359504,0,,,,0,,605.568693
600000000130932,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1181,057,1181057,57,1181 057,1,192.772715426,1266.75291489,1021 FORREST ST,,FORREST,ST,1021,,118.150424
600000000165777,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0178,004,0178004,4,0178 004,1,305.747472803,2368.23465431,1807 W LEXINGTON ST,W,LEXINGTON,ST,1807,,220.79541
600000000145872,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0499,077,0499077,77,0499 077,1,91.1645139094,423.153764182,551 ORCHARD ST,,ORCHARD,ST,551,,39.4167784
600000000116167,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1478,064,1478064,64,1478 064,1,132.370015804,570.606152252,1501 N DURHAM ST,N,DURHAM,ST,1501,,53.1587725
600000000120268,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2315,008,2315008,8,2315 008,1,213.634476483,1434.80578356,1615 THOMAS AVE,,THOMAS,AVE,1615,,133.642267
600000000043900,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4620,019,4620019,19,4620 019,1,234.018810156,1700.39939131,3336 VIRGINIA AVE,,VIRGINIA,AVE,3336,,158.397327
600000000221297,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7103,006,7103006,6,7103 006,1,360.008328913,4501.29165773,601 WASHBURN AVE,,WASHBURN,AVE,601,,419.339322
600000000182287,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2173,023,2173023,23,2173 023,1,195.480630064,1182.55641536,129 WILLARD ST,,WILLARD,ST,129,,110.134441
600000000068317,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6045,058,6045058,58/60,6045 058,1,1267.2385208,91193.512065,0,,,,0,,8494.84286
600000000101983,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4169,081,4169081,81,4169 081,1,237.652318948,3451.33486358,0,,,,0,,321.425145
600000000007625,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4706E,011B,4706E011B,11B,4706E011B,1,1066.05963997,45184.8478466,0,,,,0,,4208.99871
600000000118996,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1499,019,1499019,19,1499 019,1,176.131454059,999.832481549,2036 E HOFFMAN ST,E,HOFFMAN,ST,2036,,93.1481194
600000000005070,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5460,109,5460109,109/123,5460 109,1,250.491235081,2590.57190573,0,,,,0,,241.302109
600000000014566,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4493,061,4493061,61,4493 061,1,425.318293673,9110.84379318,5708 RUSK AVE,,RUSK,AVE,5708,,848.646738
600000000103937,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3804,047,3804047,47,3804 047,1,278.816342064,2081.11234141,437 E 20TH ST,E,20TH,ST,437,,193.789384
600000000115346,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1480,010,1480010,10,1480 010,1,205.376783854,1324.04305894,1510 N GAY ST,N,GAY,ST,1510,,123.350602
600000000067962,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3176,040,3176040,40,3176 040,1,283.451372171,2600.65094693,3723 TOWANDA AVE,,TOWANDA,AVE,3723,,242.26528
600000000124411,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",0327,096,0327096,96,0327 096,1,143.288855087,665.907740035,539 MISSION CT,,MISSION,CT,539,,62.0391371
600000000145411,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1653,089,1653089,89,1653 089,1,140.449806189,695.645667735,511 N MADEIRA ST,N,MADEIRA,ST,511,,64.8967379
600000000191437,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2178,010,2178010,10,2178 010,1,356.461327591,4205.3845919,0,,,,0,,391.748875
600000000157974,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0156,006,0156006,6,0156 006,1,279.629678225,2037.82454939,1015 W MULBERRY ST,W,MULBERRY,ST,1015,,189.712864
600000000007820,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4400B,001,4400B001,1/1A,4400B001,1,1656.32418227,86882.6378654,5900 GREENSPRING AVE,,GREENSPRING,AVE,5900,,8093.18011
600000000017367,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5570D,010,5570D010,10,5570D010,1,274.944770879,3740.94545606,0,,,,0,,348.630526
600000000099734,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3814,013,3814013,13,3814 013,1,200.037037131,1275.55221884,403 E 22ND ST,E,22ND,ST,403,,118.889283
600000000148514,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7987,005,7987005,5,7987 005,1,103.996152226,612.040818573,0,,,,0,,57.021525
600000000097369,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3815,031,3815031,31,3815 031,1,205.252425526,1143.96004805,441 E 23RD ST,E,23RD,ST,441,,106.514563
600000000056504,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3347,004,3347004,4,3347 004,1,484.266805955,9627.48855999,2470 SHIRLEY AVE,,SHIRLEY,AVE,2470,,896.796536
600000000038896,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4605,047,4605047,47,4605 047,1,250.250137187,1659.78744979,4915 DENMORE AVE,,DENMORE,AVE,4915,,154.609308
600000000138001,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1623,074,1623074,74,1623 074,1,154.822957302,806.723748397,2324 MILLIMAN ST,,MILLIMAN,ST,2324,,75.0604865
600000000034404,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5053F,068,5053F068,68,5053F068,1,457.846363837,11344.5635039,0,,,,0,,1056.78159
600000000170979,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0219,011,0219011,11,0219 011,1,188.750381489,1267.34650417,923 W BALTIMORE ST,W,BALTIMORE,ST,923,,118.107237
600000000161060,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0170,034,0170034,34,0170 034,1,163.990662867,840.214175028,1131 W SARATOGA ST,W,SARATOGA,ST,1131,,78.4321515
600000000111355,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0294,088A,0294088A,88A,0294 088A,1,174.277446515,1569.17227028,2421 N STOCKTON ST,N,STOCKTON,ST,2421,,146.175905
600000000163002,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1367,050,1367050,50/54,1367 050,1,463.006432704,11100.560478,1411 E BALTIMORE ST,E,BALTIMORE,ST,1411,,1034.07777
600000000210338,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2004,082,2004082,82,2004 082,1,155.696209899,885.754873355,1364 COOKSIE ST,,COOKSIE,ST,1364,,82.5200615
600000000222417,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7378,017,7378017,17,7378 017,1,148.71733376,770.690846165,3633 LEO ST,,LEO,ST,3633,,71.8388686
600000000073215,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8346A,011A,8346A011A,11A,8346A011A,1,270.828099701,1805.83030581,0,,,,0,,168.236245
600000000153626,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2484,060,2484060,60,2484 060,1,74.001464272,300.042533601,0,,,,0,,27.8898273
600000000095678,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3621,010,3621010,10,3621 010,1,140.004677438,741.133693707,201 W 24TH ST,W,24TH,ST,201,,69.1639435
600000000108829,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1456,106,1456106,106,1456 106,1,132.158785395,641.727152538,1722 TERRELL PL,,TERRELL,PL,1722,,59.5236978
600000000127784,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0032,060,0032060,60,0032 060,1,337.675456618,5824.71023896,0,,,,0,,542.738108
600000000188352,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0280,037,0280037,37,0280 037,1,115.967700383,555.753662287,1420 RAMSAY ST,,RAMSAY,ST,1420,,51.7487319
600000000128660,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1167,013,1167013,13,1167 013,1,166.639706781,983.553307823,1124 FORREST ST,,FORREST,ST,1124,,91.6687468
600000000180850,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8102N,057,8102N057,57,8102N057,1,59.3680135176,191.289180574,0,,,,0,,17.8094333
600000000022896,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5158,074,5158074,74,5158 074,1,59.5809589645,205.030329307,507 WOODAN ST,,WOODAN,ST,507,,19.1192475
600000000190326,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2177,079,2177079,79,2177 079,1,147.465654548,1045.52227197,0,,,,0,,97.394107
600000000068144,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3357H,015,3357H015,15,3357H015,1,359.240830689,6046.00273756,0,,,,0,,563.06757
600000000221718,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7335E,006,7335E006,6/7,7335E006,1,1571.12998246,75636.8201925,1530 E PATAPSCO AVE,E,PATAPSCO,AVE,1530,,7050.94868
600000000139074,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1623,088,1623088,88,1623 088,1,164.285747373,850.045913518,702 N BRADFORD ST,N,BRADFORD,ST,702,,78.9307294
600000000071148,160,BLK,TJBRADLEY,"PyQt4.QtCore.QDate(2008, 3, 12)",3523,069,3523069,69/70,3523 069,1,189.799091455,2138.2996912,3527 SWEET AIR ST,,SWEET AIR,ST,3527,,199.205454
600000000216841,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7511A,020,7511A020,20,7511A020,1,744.269683009,21032.5447131,0,,,,0,,1959.34457
600000000154247,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0119,008,0119008,8,0119 008,1,181.107478891,979.041650675,526 N MONROE ST,N,MONROE,ST,526,,91.1643555
600000000120677,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0442,003,0442003,3,0442 003,1,1212.50862887,34992.9757276,0,,,,0,,3259.68608
600000000350656,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",PSC0,010,PSC0010,10,PSC0 010,1,570.236678024,13789.9467981,0,,,,0,,1284.55571
600000000215663,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7445,104,7445104,104,7445 104,1,243.998645775,3279.90552463,2324 CEDLEY ST,,CEDLEY,ST,2324,,305.561654
600000000111270,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",0325,014B,0325014B,14B,0325 014B,1,137.516566355,1058.35220599,270 ROBERT ST,,ROBERT,ST,270,,98.417341
600000000102006,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3806,036,3806036,36,3806 036,1,176.2313595,983.035049701,313 E 21ST ST,E,21ST,ST,313,,91.5932545
600000000102903,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3806,076,3806076,76,3806 076,1,123.398763268,584.839944108,306 WORSLEY ST,,WORSLEY,ST,306,,54.6464931
600000000138064,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0076,074,0076074,74,0076 074,1,134.005261691,570.126955599,921 WHATCOAT ST,,WHATCOAT,ST,921,,53.1676655
600000000124504,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8434F,022,8434F022,22,8434F022,1,996.18559326,71901.9823124,0,,,,0,,6697.82297
600000000151893,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0125,030,0125030,30,0125 030,1,215.56035826,1454.20896498,1315 EDMONDSON AVE,,EDMONDSON,AVE,1315,,135.621288
600000000067627,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3176,044,3176044,44,3176 044,1,284.858791129,2639.08484604,3731 TOWANDA AVE,,TOWANDA,AVE,3731,,245.837102
600000000103247,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4008,013A,4008013A,13A,4008 013A,1,141.700840358,721.403172478,1927 SHERWOOD AVE,,SHERWOOD,AVE,1927,,67.0978101
600000000163989,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1367,003,1367003,3,1367 003,1,122.750876413,585.043736038,11 S EDEN ST,S,EDEN,ST,11,,54.3792292
600000000192906,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2244A,042,2244A042,42,2244A042,1,202.515249053,1465.29494095,0,,,,0,,136.507654
