TAG,LAST_ORG,CAPTURE_ME,LAST_USER,EDIT_DATE,BLOCKNUM,PARCELNUM,PIN,CNTGRAPH,BLOCKLOT,SUBTYPE_GE,SHAPE_Leng,SHAPE_Area,FULLADDR,STDIRPRE,ST_NAME,ST_TYPE,BLDG_NO,UNIT_NUM,area
600000000180480,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0245,037,0245037,37,0245 037,1,126.615211224,672.112106415,1603 LEMMON ST,,LEMMON,ST,1603,,62.6114205
600000000146902,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0499,038,0499038,38,0499 038,1,213.087216011,1290.46780425,558 SAINT MARY ST,,SAINT MARY,ST,558,,120.208289
600000000059680,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",3575,087,3575087,87,3575 087,1,419.277431941,10480.3394419,0,,,,0,,976.244986
600000000190657,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0850,003,0850003,3,0850 003,1,157.125349525,929.164749406,845 WASHINGTON BLVD,,WASHINGTON,BLVD,845,,86.7643546
600000000220285,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7076,024,7076024,24,7076 024,1,134.71158005,635.694529292,527 FREEMAN ST,,FREEMAN,ST,527,,59.2167689
600000000122294,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0320,086,0320086,86,0320 086,1,142.822897927,705.919277699,1924 BRUNT ST,,BRUNT,ST,1924,,65.7683983
600000000195480,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0703,053,0703053,53,0703 053,1,162.529101961,758.765044193,502 S PAYSON ST,S,PAYSON,ST,502,,70.6890811
600000000120077,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0321,081,0321081,81,0321 081,1,140.205968834,622.042953341,1918 ETTING ST,,ETTING,ST,1918,,57.9512334
600000000035167,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5691,060,5691060,60,5691 060,1,382.403729532,4836.48559003,0,,,,0,,450.513856
600000000169757,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0197,049,0197049,49,0197 049,1,116.364154567,557.523310977,17 N NORRIS ST,N,NORRIS,ST,17,,52.0739509
600000000202466,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6505,001,6505001,1/9,6505 001,1,5383.26904322,1309979.37707,3501 BOSTON ST,,BOSTON,ST,3501,,122032.337
600000000038068,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4579,036,4579036,36,4579 036,1,280.202818609,2411.6707852,3500 W GARRISON AVE,W,GARRISON,AVE,3500,,224.662378
600000000081672,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4149H,048,4149H048,48,4149H048,1,141.191121675,1231.43831301,0,,,,0,,114.708514
600000000161499,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1347,014,1347014,14,1347 014,1,280.014870817,1875.58910919,1626 E BALTIMORE ST,E,BALTIMORE,ST,1626,,174.542728
600000000053569,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3307A,016,3307A016,16,3307A016,1,264.979950598,1839.46482792,4233 PARK HEIGHTS AVE,,PARK HEIGHTS,AVE,4233,,171.345775
600000000264188,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",PSC0,010,PSC0010,10,PSC0 010,1,3710.96413743,325589.427565,0,,,,0,,30329.9271
600000000014933,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4493,060A,4493060A,60A,4493 060A,1,348.248756724,3728.02200019,0,,,,0,,347.299538
600000000147836,160,BLK,,"PyQt4.QtCore.QDate(2003, 4, 11)",0452,089,0452089,89,0452 089,1,40.9661598077,86.6823315234,0,,,,0,,8.21771885
600000000050403,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3357I,016,3357I016,16,3357I016,1,336.448824168,6129.98869173,2303 DERBY ROAD,,DERBY,ROAD,2303,,570.997012
600000000121682,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2325,044,2325044,44,2325 044,1,310.818577055,5823.16058539,2100 BRIGHTON ST,,BRIGHTON,ST,2100,,542.390771
600000000092086,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4066,005,4066005,5,4066 005,1,228.093505306,2447.47106964,620 SAINT ANNS AVE,,SAINT ANNS,AVE,620,,227.992676
600000000128310,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1165B,025,1165B025,25,1165B025,1,177.491233119,1046.35245831,317 E BIDDLE ST,E,BIDDLE,ST,317,,97.6566799
600000000121688,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1144,025,1144025,25/29,1144 025,1,276.009301038,4760.31387907,0,,,,0,,443.551798
600000000109980,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3007,001,3007001,1,3007 001,1,147.435466039,822.96186312,1914 BRADDISH AVE,,BRADDISH,AVE,1914,,76.4823592
600000000163860,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1367,002,1367002,2,1367 002,1,125.82601415,659.466456462,9 S EDEN ST,S,EDEN,ST,9,,61.3641387
600000000219184,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7567,031,7567031,31,7567 031,1,264.872091951,1764.0498391,0,,,,0,,164.335127
600000000183704,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8102N,071,8102N071,71,8102N071,1,217.707799752,2515.49942927,0,,,,0,,234.346603
600000000168791,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6320E,019A,6320E019A,19A,6320E019A,1,254.226133114,2491.93288546,4500 GOUGH ST,,GOUGH,ST,4500,,232.394486
600000000119463,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0321,031,0321031,31,0321 031,1,166.294822515,948.081982642,531 PRESSTMAN ST,,PRESSTMAN,ST,531,,88.3270972
600000000085803,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3651,063,3651063,63,3651 063,1,146.764990623,736.274732665,2822 FOX ST,,FOX,ST,2822,,68.6094243
600000000212459,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7654B,013,7654B013,13,7654B013,1,153.280782425,1461.35930443,0,,,,0,,136.160994
600000000040355,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5363,007,5363007,7,5363 007,1,277.452645774,326.736433834,0,,,,0,,30.4537024
600000000188437,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0276,081,0276081,81,0276 081,1,136.507430163,641.302976209,329 S BRUCE ST,S,BRUCE,ST,329,,59.6027169
600000000063802,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3389,023A,3389023A,23A,3389 023A,1,222.377516033,2971.84647725,0,,,,0,,276.844332
600000000101269,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,083,4171083,83,4171 083,1,184.950387929,995.974232768,1941 PERLMAN PL,,PERLMAN,PL,1941,,92.7870671
600000000113833,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2311,011,2311011,11,2311 011,1,216.04112298,1236.90595959,1820 THOMAS AVE,,THOMAS,AVE,1820,,115.169185
600000000136857,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1607,001,1607001,1,1607 001,1,179.467408818,1104.91887106,801 N PATTERSON PARK AVE,N,PATTERSON PARK,AVE,801,,102.898308
600000000000923,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5506C,032,5506C032,32,5506C032,1,240.012849886,2000.71699783,0,,,,0,,186.374704
600000000160166,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0155,016,0155016,16,0155 016,1,120.020005668,592.618226406,1130 W SARATOGA ST,W,SARATOGA,ST,1130,,55.1936776
600000000111179,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1104,039,1104039,39,1104 039,1,269.426341689,1950.15564489,1708 GREENMOUNT AVE,,GREENMOUNT,AVE,1708,,181.511996
600000000162287,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0160,015,0160015,15,0160 015,1,227.500900287,1375.0544417,2129 W SARATOGA ST,W,SARATOGA,ST,2129,,127.943068
600000000051808,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6042,011B,6042011B,11B,6042 011B,1,229.151102061,3217.62509694,0,,,,0,,299.712228
600000000199200,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2142,012,2142012,12,2142 012,1,207.057178711,1962.91346179,2612 SAINT BENEDICT ST,,SAINT BENEDICT,ST,2612,,182.855879
600000000120810,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1516,077,1516077,77,1516 077,1,145.924737072,777.902538216,1329 N CHAPEL ST,N,CHAPEL,ST,1329,,72.5060372
600000000222281,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7378,010,7378010,10,7378 010,1,185.308653582,957.887047698,3619 LEO ST,,LEO,ST,3619,,89.2334454
600000000212070,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1029,055,1029055,55,1029 055,1,102.828366281,429.298824124,1820 OLIVE ST,,OLIVE,ST,1820,,40.2463939
600000000010714,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5493,009A,5493009A,9A,5493 009A,1,310.111342218,3251.99973008,0,,,,0,,302.953178
600000000104231,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4008,001,4008001,1,4008 001,1,142.865536863,713.372391822,1901 SHERWOOD AVE,,SHERWOOD,AVE,1901,,66.5176748
600000000120243,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1521,025,1521025,25,1521 025,1,169.002225573,839.966688424,1303 N ROSE ST,N,ROSE,ST,1303,,78.1697154
600000000119561,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1494,005,1494005,5,1494 005,1,179.525292226,1107.02912378,1407 N BROADWAY,N,BROADWAY,,1407,,103.149368
600000000144378,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0097,019,0097019,19,0097 019,1,166.866747668,884.578547524,1711 W LANVALE ST,W,LANVALE,ST,1711,,82.2582758
600000000210383,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2004,081,2004081,81,2004 081,1,159.772199971,1022.25550178,1366 COOKSIE ST,,COOKSIE,ST,1366,,95.2035631
600000000121695,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0020,066,0020066,66,0020 066,1,184.02758191,960.052744159,1543 MCKEAN AVE,,MCKEAN,AVE,1543,,89.28719
600000000120226,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0321,079,0321079,79,0321 079,1,140.537663241,633.815142311,1914 ETTING ST,,ETTING,ST,1914,,59.0337331
600000000210570,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 29)",7774A,015A,7774A015A,15A,7774A015A,1,705.909393364,9838.05633898,0,,,,0,,916.49753
600000000183602,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0263,069,0263069,69,0263 069,1,130.131056017,639.588272316,213 S PARRISH ST,S,PARRISH,ST,213,,59.4972987
600000000158951,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2295,056,2295056,56,2295 056,1,101.536871968,603.60232719,0,,,,0,,56.2592437
600000000009227,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5138A,740,5138A740,740,5138A740,1,132.793538747,888.923828402,0,,,,0,,82.7990589
600000000002732,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4215A,026A,4215A026A,26A,4215A026A,1,459.27262583,11088.3557967,3509 BONFIELD ROAD,,BONFIELD,ROAD,3509,,1032.89663
600000000212891,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1036,012,1036012,12,1036 012,1,1091.90317233,73611.1666183,2051 S HANOVER ST,S,HANOVER,ST,2051,,6857.89418
600000000140085,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0090,011A,0090011A,11A,0090 011A,1,1501.72312915,21790.2093666,1215 W LAFAYETTE AVE,W,LAFAYETTE,AVE,1215,,2029.77179
600000000152470,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2484,062G,2484062G,62G,2484 062G,1,67.0130341849,212.613800614,0,,,,0,,19.7397687
600000000179071,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0254,014,0254014,14,0254 014,1,124.274240598,616.537842491,131 PARKIN ST,,PARKIN,ST,131,,57.6237824
600000000198300,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2141,037,2141037,37,2141 037,1,235.171582798,1360.83167833,2656 DULANY ST,,DULANY,ST,2656,,126.754997
600000000039935,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4606,001,4606001,1,4606 001,1,317.512456151,5026.820507,3300 WOODLAND AVE,,WOODLAND,AVE,3300,,468.283024
600000000088832,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8393G,019A,8393G019A,19A,8393G019A,1,359.553145881,2200.19255058,0,,,,0,,204.960455
600000000100198,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,098,4171098,98,4171 098,1,183.322190919,931.834755144,1971 PERLMAN PL,,PERLMAN,PL,1971,,86.8264689
600000000139364,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0392,030,0392030,30,0392 030,1,195.201777476,1719.92681623,723 W LAFAYETTE AVE,W,LAFAYETTE,AVE,723,,160.225287
600000000095501,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3823,064,3823064,64,3823 064,1,143.088943476,833.33692132,349 CAMP ST,,CAMP,ST,349,,77.6576859
600000000061999,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3550,011,3550011,11,3550 011,1,251.742903587,2521.25000747,1336 DELLWOOD AVE,,DELLWOOD,AVE,1336,,234.873975
600000000121066,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1521,001,1521001,1/2,1521 001,1,217.005930553,2318.07498731,2500 E PRESTON ST,E,PRESTON,ST,2500,,215.661784
600000000175181,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2249A,044,2249A044,44,2249A044,1,293.132611729,2941.78873351,0,,,,0,,274.040884
600000000116845,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2309,042,2309042,42,2309 042,1,247.683689186,1443.4731959,2502 PRESBURY ST,,PRESBURY,ST,2502,,134.539902
600000000180318,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2548,001,2548001,1,2548 001,1,355.884611929,5310.23376228,0,,,,0,,494.989161
600000000019813,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4919,009,4919009,9,4919 009,1,286.839518367,3000.24005219,0,,,,0,,279.475375
600000000095851,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4165,010,4165010,10,4165 010,1,195.329491429,1217.14880295,2319 HARFORD ROAD,,HARFORD,ROAD,2319,,113.381543
600000000224704,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7177,009,7177009,9,7177 009,1,4163.53261571,448418.13961,5501 PENNINGTON AVE,,PENNINGTON,AVE,5501,,41774.83
600000000209642,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",7805E,015,7805E015,15,7805E015,1,177.177778317,1562.89404502,0,,,,0,,145.578015
600000000150007,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1272,004,1272004,4,1272 004,1,165.396170428,863.189264931,432 OLDTOWN MALL,,OLDTOWN,MALL,432,,80.397893
600000000099683,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4010F,005A,4010F005A,5A,4010F005A,1,556.676143549,9811.04329822,0,,,,0,,913.943367
600000000121671,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1517,073,1517073,73,1517 073,1,160.002725022,815.758459389,1303 N WASHINGTON ST,N,WASHINGTON,ST,1303,,75.9764993
600000000078980,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4092,054,4092054,54,4092 054,1,196.516701705,2263.20138012,0,,,,0,,210.834373
600000000128505,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1568,025,1568025,25,1568 025,1,209.786423113,1340.90098495,2025 E CHASE ST,E,CHASE,ST,2025,,124.747305
600000000224444,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7165A,093,7165A093,93,7165A093,1,77.999111822,349.954639638,0,,,,0,,32.4794739
600000000041720,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4621,045,4621045,45,4621 045,1,287.921254571,2974.16381825,3212 VIRGINIA AVE,,VIRGINIA,AVE,3212,,277.049252
600000000003351,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5538,008,5538008,8,5538 008,1,271.42682436,3449.13625304,3125 GLENDALE AVE,,GLENDALE,AVE,3125,,321.280636
600000000186920,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6732,045,6732045,45,6732 045,1,300.003966007,3125.20958219,0,,,,0,,291.10978
600000000046020,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4624,026,4624026,26,4624 026,1,185.017075857,1399.75007915,3421 VIRGINIA AVE,,VIRGINIA,AVE,3421,,130.339081
600000000110813,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1104,036,1104036,36/37,1104 036,1,296.270003127,3798.85227187,1712 GREENMOUNT AVE,,GREENMOUNT,AVE,1712,,353.976833
600000000217672,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7519,007,7519007,7,7519 007,1,330.486677299,5067.94775297,0,,,,0,,472.122778
600000000012711,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5424,034,5424034,34,5424 034,1,341.383719589,3641.56977387,0,,,,0,,339.187329
600000000105784,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1099A,042,1099A042,42/43,1099A042,1,241.304686661,2741.41252742,1201 E NORTH AVE,E,NORTH,AVE,1201,,255.285721
600000000101659,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4171,078,4171078,78,4171 078,1,184.73536821,986.81100796,1931 PERLMAN PL,,PERLMAN,PL,1931,,91.7498578
600000000023783,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5164,004,5164004,4,5164 004,1,385.971851119,7630.18752844,5322 THE ALAMEDA,,THE ALAMEDA,,5322,,710.733996
600000000220397,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",7027D,017,7027D017,17,7027D017,1,299.991359005,3124.77535845,0,,,,0,,291.055891
600000000119841,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2315,042,2315042,42,2315 042,1,250.13896763,1684.88617055,1622 N WARWICK AVE,N,WARWICK,AVE,1622,,157.011883
600000000176261,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",6629C,039E,6629C039E,39E,6629C039E,1,126.628779002,815.595187947,0,,,,0,,75.9734321
600000000117701,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1498,044,1498044,44,1498 044,1,152.538702867,732.117224778,2010 LLEWELYN AVE,,LLEWELYN,AVE,2010,,68.0965693
600000000054230,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3903,002,3903002,2,3903 002,1,254.462135101,970.367308369,0,,,,0,,90.4441817
600000000370236,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",8434A,009,8434A009,9,8434A009,1,1135.75461098,42544.4133986,1811 RIDGETOP ROAD,,RIDGETOP,ROAD,1811,,3963.21654
600000000013464,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",5434,065,5434065,65,5434 065,1,307.874681249,3222.83706413,0,,,,0,,300.218992
600000000173320,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0206,033,0206033,33,0206 033,1,211.23909496,1334.37898685,2027 W BALTIMORE ST,W,BALTIMORE,ST,2027,,124.279876
600000000084686,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4071,028,4071028,28,4071 028,1,229.06557268,1452.89629183,521 E 28TH ST,E,28TH,ST,521,,135.335331
600000000148244,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0110,020,0110020,20,0110 020,1,192.883559644,1261.28820917,1607 HARLEM AVE,,HARLEM,AVE,1607,,117.322027
600000000170187,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0195,029,0195029,29,0195 029,1,201.475655738,980.976241225,15 N MOUNT ST,N,MOUNT,ST,15,,91.5385179
600000000056099,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3100A,003,3100A003,3/4A,3100A003,1,403.715942133,2523.12438065,0,,,,0,,235.034016
600000000038793,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4601,001,4601001,1,4601 001,1,207.966054084,1918.06940399,4906 ELMER AVE,,ELMER,AVE,4906,,178.666716
600000000147805,160,BLK,,"PyQt4.QtCore.QDate(2003, 4, 11)",0452,083C,0452083C,83C,0452 083C,1,40.4923985386,85.3764246999,0,,,,0,,8.02657804
600000000181735,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0243,040,0243040,40,0243 040,1,177.272446015,1163.4513408,1834 W PRATT ST,W,PRATT,ST,1834,,108.201485
600000000124151,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1536,045,1536045,45,1536 045,1,144.090519011,721.987890219,1206 N BRADFORD ST,N,BRADFORD,ST,1206,,67.2045987
600000000121307,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0380,040,0380040,40,0380 040,1,1383.67117637,25110.6918335,250 W LAFAYETTE AVE,W,LAFAYETTE,AVE,250,,2339.27805
600000000072595,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",4144,015,4144015,15,4144 015,1,502.562112744,14514.3531802,0,,,,0,,1352.05585
600000000436035,100,BLK,,"PyQt4.QtCore.QDate(2005, 7, 27)",6332,011C,6332011C,11C,6332 011C,1,1186.37626658,92509.7134283,100 BIOSCIENCE DR,,BIOSCIENCE,DR,100,,8617.66532
600000000205529,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1927A,012,1927A012,12/17,1927A012,1,278.669584927,4715.07818318,606 E CLEMENT ST,E,CLEMENT,ST,606,,439.373451
600000000092129,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2849A,006,2849A006,6,2849A006,1,587.686896946,20001.465008,0,,,,0,,1863.17938
600000000203686,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0948,078,0948078,78,0948 078,1,108.774009822,460.21223307,113 SELDNER PL,,SELDNER,PL,113,,42.8390927
600000000089973,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3836B,016,3836B016,16,3836B016,1,192.020724927,1818.81680369,422 E 26TH ST,E,26TH,ST,422,,169.197773
600000000075358,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2006, 11, 22)",4075,013,4075013,13/14,4075 013,1,399.130076258,6899.55649769,3101 TINGES LANE,,TINGES,LANE,3101,,642.714358
600000000152345,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",2475A,006,2475A006,6,2475A006,1,222.110365462,2295.40855058,0,,,,0,,213.828681
600000000459828,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 2, 2)",0297,058B,0297058B,58B,0297 058B,1,110.48189021,757.695810519,628 BAKER ST,,BAKER,ST,628,,70.5862055
600000000121524,120,BLK,,"PyQt4.QtCore.QDate(2001, 7, 17)",0023,028A,0023028A,28A,0023 028A,1,80.4508662508,316.477394148,0,,,,0,,29.0318701
600000000127301,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1548,026,1548026,26,1548 026,1,168.255461598,988.425244639,1121 MCDONOGH ST,,MCDONOGH,ST,1121,,91.7654424
600000000198355,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 2, 25)",0790,119,0790119,119,0790 119,1,187.497687438,1605.8794732,1200 NANTICOKE ST,,NANTICOKE,ST,1200,,149.594708
600000000207074,160,BLK,,"PyQt4.QtCore.QDate(2003, 5, 28)",6587B,009C,6587B009C,9C,6587B009C,1,557.197540517,5769.25344793,0,,,,0,,536.909206
600000000175972,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2007, 11, 21)",0235,033,0235033,33,0235 033,1,139.344263079,793.007919507,53 S ARLINGTON AVE,S,ARLINGTON,AVE,53,,73.8909423
600000000050097,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3349,018,3349018,18/19,3349 018,1,739.011138201,33157.6955592,4309 PIMLICO ROAD,,PIMLICO,ROAD,4309,,3088.71128
600000000084357,200,BLK,SDE,"PyQt4.QtCore.QDate(2007, 3, 14)",6220,037,6220037,37,6220 037,1,1618.9584176,164741.521548,1841 62ND ST,,62ND,ST,1841,,15346.2734
600000000461523,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 9, 29)",6135B,011,6135B011,11,6135B011,1,230.657512552,1747.98813073,4005 SAINT CLAIR XING,,SAINT CLAIR,XING,4005,,162.818715
600000000461524,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 9, 29)",6135B,012,6135B012,12,6135B012,1,248.36617658,2613.70520771,4007 SAINT CLAIR XING,,SAINT CLAIR,XING,4007,,243.482592
600000000045825,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3350D,105,3350D105,105,3350D105,1,156.529477429,1051.5937093,0,,,,0,,97.9671852
600000000046779,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",4629,029,4629029,29,4629 029,1,321.524407089,5630.27460492,3107 WYLIE AVE,,WYLIE,AVE,3107,,524.467978
600000000212723,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",1950,001,1950001,1,1950 001,1,3260.65155382,248456.998712,300 MCCOMAS ST,,MCCOMAS,ST,300,,23148.6238
600000000043324,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3301,060,3301060,60,3301 060,1,335.7506663,3434.75255061,4703 HOMER AVE,,HOMER,AVE,4703,,319.934847
600000000048783,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3350J,049,3350J049,49,3350J049,1,71.0417617108,258.518262575,0,,,,0,,24.0109495
600000000045918,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 3, 17)",3350D,097,3350D097,97,3350D097,1,155.905702688,897.868965728,0,,,,0,,83.5997973
600000000164352,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",0165,041,0165041,41,0165 041,1,101.668928664,499.920694724,201 N MOUNT ST,N,MOUNT,ST,201,,46.9056908
600000000095500,100,BLK,,"PyQt4.QtCore.QDate(1997, 3, 18)",3823,065,3823065,65,3823 065,1,141.207196059,743.637118098,347 CAMP ST,,CAMP,ST,347,,69.0101069
600000000459674,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 9, 19)",6220,036,6220036,36,6220 036,1,2107.58018126,170043.285993,1821 62ND ST,,62ND,ST,1821,,15839.4169
600000000461330,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 9, 29)",6135B,123,6135B123,123,6135B123,1,247.343651924,3421.35200409,4407 SAINT CLAIR CT,,SAINT CLAIR,CT,4407,,318.708107
600000000461266,200,BLK,CADQAQC,"PyQt4.QtCore.QDate(2008, 9, 29)",6135B,037,6135B037,37,6135B037,1,233.219287685,2442.14601189,4407 CHERRY BLOSSOM PL,,CHERRY BLOSSOM,PL,4407,,227.547595
